数据文件：traffic.data
分析周期：10 s


>>>>> 时间段：2018-07-10 02:52:22 --> 2018-07-10 02:52:32
----------------------
UDP数据包个数：	342
UDP数据流量：	9841 bytes
----------------------
TCP连接个数：	37
TCP数据包个数：	1224
TCP数据总流量：	429858 bytes
TCP数据上传量：	80035 bytes
TCP数据下载量：	349823 bytes
-----------------------
10.164.1.138	34430	==>	183.232.231.200	443	上传包数量：3	下载包数量：2	upload：91 bytes	download：102 bytes	
10.164.1.138	34386	==>	183.232.231.200	443	上传包数量：4	下载包数量：4	upload：80 bytes	download：80 bytes	
10.164.1.138	34450	==>	183.232.231.200	443	上传包数量：6	下载包数量：5	upload：182 bytes	download：217 bytes	
10.164.1.138	59546	==>	111.13.101.191	443	上传包数量：10	下载包数量：2	upload：2845 bytes	download：80 bytes	
111.13.101.191	443	==>	10.164.1.138	59418	上传包数量：10	下载包数量：9	upload：1579 bytes	download：180 bytes	
10.164.1.138	60830	==>	123.206.5.173	443	上传包数量：10	下载包数量：13	upload：398 bytes	download：642 bytes	
10.164.1.138	33872	==>	101.201.170.152	443	上传包数量：7	下载包数量：2	upload：140 bytes	download：40 bytes	
10.164.1.138	54206	==>	220.195.22.129	443	上传包数量：8	下载包数量：8	upload：380 bytes	download：392 bytes	
111.47.214.131	443	==>	10.164.1.138	43216	上传包数量：5	下载包数量：5	upload：322 bytes	download：276 bytes	
10.164.1.138	59918	==>	111.47.214.136	443	上传包数量：5	下载包数量：5	upload：310 bytes	download：288 bytes	
111.47.214.136	443	==>	10.164.1.138	59896	上传包数量：6	下载包数量：5	upload：366 bytes	download：276 bytes	
10.164.1.138	34324	==>	183.232.231.117	443	上传包数量：7	下载包数量：3	upload：152 bytes	download：122 bytes	
10.164.1.138	55068	==>	111.48.60.48	443	上传包数量：3	下载包数量：2	upload：122 bytes	download：52 bytes	
10.164.1.138	55078	==>	111.48.60.48	443	上传包数量：4	下载包数量：2	upload：142 bytes	download：40 bytes	


>>>>> 时间段：2018-07-10 02:52:52 --> 2018-07-10 02:53:02
----------------------
UDP数据包个数：	176
UDP数据流量：	4828 bytes
----------------------
TCP连接个数：	33
TCP数据包个数：	470
TCP数据总流量：	97922 bytes
TCP数据上传量：	79816 bytes
TCP数据下载量：	18106 bytes
-----------------------
183.232.231.117	443	==>	10.164.1.138	34306	上传包数量：3	下载包数量：1	upload：60 bytes	download：32 bytes	
183.232.231.117	443	==>	10.164.1.138	34318	上传包数量：3	下载包数量：1	upload：60 bytes	download：32 bytes	
183.232.231.117	443	==>	10.164.1.138	34324	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
222.22.29.95	443	==>	10.164.1.138	35206	上传包数量：86	下载包数量：86	upload：66663 bytes	download：7565 bytes	
111.48.60.48	443	==>	10.164.1.138	55026	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
111.48.60.48	443	==>	10.164.1.138	55052	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
111.48.60.48	443	==>	10.164.1.138	55034	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
111.48.60.48	443	==>	10.164.1.138	55068	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
10.164.1.138	55040	==>	111.48.60.48	443	上传包数量：2	下载包数量：0	upload：40 bytes	download：0 bytes	
111.48.60.48	443	==>	10.164.1.138	55054	上传包数量：1	下载包数量：0	upload：20 bytes	download：0 bytes	
140.143.49.61	443	==>	10.164.1.138	56176	上传包数量：5	下载包数量：6	upload：216 bytes	download：316 bytes	
